Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GV","Emissions from Drained organic soils","032","Argentina","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","1170.9983","E","Estimated value",""
"GV","Emissions from Drained organic soils","032","Argentina","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","155541.7698","E","Estimated value",""
"GV","Emissions from Drained organic soils","032","Argentina","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","1.9125","E","Estimated value",""
"GV","Emissions from Drained organic soils","032","Argentina","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","4043.4445","E","Estimated value",""
"GV","Emissions from Drained organic soils","051","Armenia","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","051","Armenia","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","051","Armenia","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","051","Armenia","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","051","Armenia","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","051","Armenia","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","533","Aruba","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","533","Aruba","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","533","Aruba","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","533","Aruba","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","533","Aruba","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","533","Aruba","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","036","Australia","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","59506.6034","E","Estimated value",""
"GV","Emissions from Drained organic soils","036","Australia","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","1.1808","E","Estimated value",""
"GV","Emissions from Drained organic soils","036","Australia","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","1711.621","E","Estimated value",""
"GV","Emissions from Drained organic soils","036","Australia","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","58857.9947","E","Estimated value",""
"GV","Emissions from Drained organic soils","036","Australia","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.4105","E","Estimated value",""
"GV","Emissions from Drained organic soils","036","Australia","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","1148.8542","E","Estimated value",""
"GV","Emissions from Drained organic soils","040","Austria","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","2840.059","E","Estimated value",""
"GV","Emissions from Drained organic soils","040","Austria","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0.058","E","Estimated value",""
"GV","Emissions from Drained organic soils","040","Austria","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","82.267","E","Estimated value",""
"GV","Emissions from Drained organic soils","040","Austria","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","9824.0996","E","Estimated value",""
"GV","Emissions from Drained organic soils","040","Austria","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.1462","E","Estimated value",""
"GV","Emissions from Drained organic soils","040","Austria","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","205.2349","E","Estimated value",""
"GV","Emissions from Drained organic soils","031","Azerbaijan","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","031","Azerbaijan","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","031","Azerbaijan","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","031","Azerbaijan","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","031","Azerbaijan","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","031","Azerbaijan","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","044","Bahamas","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","044","Bahamas","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","044","Bahamas","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","044","Bahamas","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","044","Bahamas","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","044","Bahamas","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","048","Bahrain","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","048","Bahrain","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","048","Bahrain","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","048","Bahrain","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","048","Bahrain","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","048","Bahrain","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","050","Bangladesh","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","321743.1102","E","Estimated value",""
"GV","Emissions from Drained organic soils","050","Bangladesh","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","2.4856","E","Estimated value",""
"GV","Emissions from Drained organic soils","050","Bangladesh","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","16238.9601","E","Estimated value",""
"GV","Emissions from Drained organic soils","050","Bangladesh","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","29828.7115","E","Estimated value",""
"GV","Emissions from Drained organic soils","050","Bangladesh","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.2307","E","Estimated value",""
"GV","Emissions from Drained organic soils","050","Bangladesh","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","1033.46","E","Estimated value",""
"GV","Emissions from Drained organic soils","052","Barbados","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","052","Barbados","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","052","Barbados","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","052","Barbados","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","052","Barbados","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","052","Barbados","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","112","Belarus","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","1343972.3908","E","Estimated value",""
"GV","Emissions from Drained organic soils","112","Belarus","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","27.4554","E","Estimated value",""
"GV","Emissions from Drained organic soils","112","Belarus","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","38930.4003","E","Estimated value",""
"GV","Emissions from Drained organic soils","112","Belarus","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","145532.6031","E","Estimated value",""
"GV","Emissions from Drained organic soils","112","Belarus","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","2.1726","E","Estimated value",""
"GV","Emissions from Drained organic soils","112","Belarus","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","3041.6314","E","Estimated value",""
"GV","Emissions from Drained organic soils","056","Belgium","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","5143.3175","E","Estimated value",""
"GV","Emissions from Drained organic soils","056","Belgium","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0.1015","E","Estimated value",""
"GV","Emissions from Drained organic soils","056","Belgium","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","143.9876","E","Estimated value",""
"GV","Emissions from Drained organic soils","056","Belgium","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","2819.2642","E","Estimated value",""
"GV","Emissions from Drained organic soils","056","Belgium","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0354","E","Estimated value",""
"GV","Emissions from Drained organic soils","056","Belgium","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","57.4614","E","Estimated value",""
"GV","Emissions from Drained organic soils","084","Belize","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","1495.381","E","Estimated value",""
"GV","Emissions from Drained organic soils","084","Belize","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0114","E","Estimated value",""
"GV","Emissions from Drained organic soils","084","Belize","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","74.4912","E","Estimated value",""
"GV","Emissions from Drained organic soils","084","Belize","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","2895.5893","E","Estimated value",""
"GV","Emissions from Drained organic soils","084","Belize","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0226","E","Estimated value",""
"GV","Emissions from Drained organic soils","084","Belize","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","101.4061","E","Estimated value",""
"GV","Emissions from Drained organic soils","204","Benin","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","204","Benin","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","204","Benin","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","204","Benin","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","204","Benin","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","204","Benin","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","060","Bermuda","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","060","Bermuda","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","060","Bermuda","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","060","Bermuda","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","060","Bermuda","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","060","Bermuda","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","064","Bhutan","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","064","Bhutan","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","064","Bhutan","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","064","Bhutan","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","064","Bhutan","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","064","Bhutan","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","068","Bolivia (Plurinational State of)","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","068","Bolivia (Plurinational State of)","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","068","Bolivia (Plurinational State of)","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","068","Bolivia (Plurinational State of)","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","068","Bolivia (Plurinational State of)","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","068","Bolivia (Plurinational State of)","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","070","Bosnia and Herzegovina","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","1755.7468","E","Estimated value",""
"GV","Emissions from Drained organic soils","070","Bosnia and Herzegovina","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0359","E","Estimated value",""
"GV","Emissions from Drained organic soils","070","Bosnia and Herzegovina","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","50.8581","E","Estimated value",""
"GV","Emissions from Drained organic soils","070","Bosnia and Herzegovina","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","2552.6777","E","Estimated value",""
"GV","Emissions from Drained organic soils","070","Bosnia and Herzegovina","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0366","E","Estimated value",""
"GV","Emissions from Drained organic soils","070","Bosnia and Herzegovina","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","53.0736","E","Estimated value",""
"GV","Emissions from Drained organic soils","072","Botswana","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","12078.6992","E","Estimated value",""
"GV","Emissions from Drained organic soils","072","Botswana","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0949","E","Estimated value",""
"GV","Emissions from Drained organic soils","072","Botswana","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","620.0399","E","Estimated value",""
"GV","Emissions from Drained organic soils","072","Botswana","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","364.8458","E","Estimated value",""
"GV","Emissions from Drained organic soils","072","Botswana","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0029","E","Estimated value",""
"GV","Emissions from Drained organic soils","072","Botswana","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","12.8426","E","Estimated value",""
"GV","Emissions from Drained organic soils","076","Brazil","5026","Area","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","ha","835.7549","E","Estimated value",""
"GV","Emissions from Drained organic soils","076","Brazil","7230","Emissions (N2O)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0066","E","Estimated value",""
"GV","Emissions from Drained organic soils","076","Brazil","7273","Emissions (CO2)","6727","Cropland organic soils","2022","2022","3050","FAO TIER 1","kt","42.9021","E","Estimated value",""
"GV","Emissions from Drained organic soils","076","Brazil","5026","Area","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","ha","12609.3318","E","Estimated value",""
"GV","Emissions from Drained organic soils","076","Brazil","7230","Emissions (N2O)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","0.0991","E","Estimated value",""
"GV","Emissions from Drained organic soils","076","Brazil","7273","Emissions (CO2)","6728","Grassland organic soils","2022","2022","3050","FAO TIER 1","kt","443.8485","E","Estimated value",""
