Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GN","Emissions from Energy use in agriculture","012","Algeria","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0075","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0181","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","937.697","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","52.6048","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0047","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","7837.2","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","1053.2365","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0156","I","Imputed value"
"GN","Emissions from Energy use in agriculture","012","Algeria","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0025","I","Imputed value"
"GN","Emissions from Energy use in agriculture","016","American Samoa","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","387","I","Imputed value"
"GN","Emissions from Energy use in agriculture","016","American Samoa","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","28.6767","I","Imputed value"
"GN","Emissions from Energy use in agriculture","016","American Samoa","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0016","I","Imputed value"
"GN","Emissions from Energy use in agriculture","016","American Samoa","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0111","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","275.5435","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","20.318","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0023","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0074","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","72184","Energy use in agriculture","6809","Coal","2022","2022","TJ","0.1899","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","7273","Emissions (CO2)","6809","Coal","2022","2022","kt","0.0196","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","7225","Emissions (CH4)","6809","Coal","2022","2022","kt","0","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","7230","Emissions (N2O)","6809","Coal","2022","2022","kt","0","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","30.8503","I","Imputed value"
"GN","Emissions from Energy use in agriculture","020","Andorra","72184","Energy use in agriculture","6808","Heat","2022","2022","TJ","0.716","I","Imputed value"
"GN","Emissions from Energy use in agriculture","024","Angola","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","187.523","I","Imputed value"
"GN","Emissions from Energy use in agriculture","024","Angola","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","13.8955","I","Imputed value"
"GN","Emissions from Energy use in agriculture","024","Angola","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0008","I","Imputed value"
"GN","Emissions from Energy use in agriculture","024","Angola","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0054","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","113.9853","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","7.9281","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0052","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","8.7112","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","1.5783","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","660","Anguilla","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","1033.7475","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","75.5264","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0402","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0058","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","30.7387","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","5.5692","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0002","I","Imputed value"
"GN","Emissions from Energy use in agriculture","028","Antigua and Barbuda","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","174126.6641","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","12937.9011","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.8767","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","4.1947","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","2520","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","201.0407","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0075","I","Imputed value"
"GN","Emissions from Energy use in agriculture","032","Argentina","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0013","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","697.1524","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","51.5821","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0031","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.019","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","3388.995","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","190.1226","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0169","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0003","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","617.5728","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","30.1926","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0006","I","Imputed value"
"GN","Emissions from Energy use in agriculture","051","Armenia","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","600.176","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","41.5921","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0432","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0021","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","86.048","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","15.59","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0006","I","Imputed value"
"GN","Emissions from Energy use in agriculture","533","Aruba","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","103872.3706","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","7633.6797","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.9734","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","2.7057","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","1229.859","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","68.9951","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0061","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","7461.288","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","1419.5153","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0148","I","Imputed value"
"GN","Emissions from Energy use in agriculture","036","Australia","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0211","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","10897.167","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","800.5841","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.1375","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.2734","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","1071.177","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","60.093","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0054","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","72184","Energy use in agriculture","6809","Coal","2022","2022","TJ","13.1067","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7273","Emissions (CO2)","6809","Coal","2022","2022","kt","1.2846","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7225","Emissions (CH4)","6809","Coal","2022","2022","kt","0.0039","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7230","Emissions (N2O)","6809","Coal","2022","2022","kt","0","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","4818.9816","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","181.9172","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0096","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.002","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","72184","Energy use in agriculture","6808","Heat","2022","2022","TJ","550.842","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7273","Emissions (CO2)","6808","Heat","2022","2022","kt","10.8131","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7225","Emissions (CH4)","6808","Heat","2022","2022","kt","0.0006","I","Imputed value"
"GN","Emissions from Energy use in agriculture","040","Austria","7230","Emissions (N2O)","6808","Heat","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","13441.2173","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","997.8347","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0769","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.3533","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","7081.6","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","397.2778","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0354","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0007","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","5903.28","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","720.5308","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0176","I","Imputed value"
"GN","Emissions from Energy use in agriculture","031","Azerbaijan","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0025","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","4120.9982","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","299.898","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.1673","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.024","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","159.2445","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","28.8517","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","044","Bahamas","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0002","I","Imputed value"
"GN","Emissions from Energy use in agriculture","048","Bahrain","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","270","I","Imputed value"
"GN","Emissions from Energy use in agriculture","048","Bahrain","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","51.6077","I","Imputed value"
"GN","Emissions from Energy use in agriculture","048","Bahrain","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0008","I","Imputed value"
"GN","Emissions from Energy use in agriculture","048","Bahrain","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","38934.178","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","2885.0226","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.1616","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","1.1135","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","1235.736","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","69.3248","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0062","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0001","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","5518.8","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","713.3075","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.011","I","Imputed value"
"GN","Emissions from Energy use in agriculture","050","Bangladesh","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0023","I","Imputed value"
"GN","Emissions from Energy use in agriculture","052","Barbados","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","139.2123","I","Imputed value"
"GN","Emissions from Energy use in agriculture","052","Barbados","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","10.7098","I","Imputed value"
"GN","Emissions from Energy use in agriculture","052","Barbados","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0013","I","Imputed value"
"GN","Emissions from Energy use in agriculture","052","Barbados","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.0006","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","28130.7353","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","2084.7893","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.141","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.777","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","4574","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","256.6014","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.0229","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0005","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","72184","Energy use in agriculture","6809","Coal","2022","2022","TJ","1563.9353","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7273","Emissions (CO2)","6809","Coal","2022","2022","kt","157.0191","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7225","Emissions (CH4)","6809","Coal","2022","2022","kt","0.417","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7230","Emissions (N2O)","6809","Coal","2022","2022","kt","0.0021","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","5734.8","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","582.0843","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0114","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7230","Emissions (N2O)","6807","Electricity","2022","2022","kt","0.0012","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","72184","Energy use in agriculture","6808","Heat","2022","2022","TJ","6796","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7273","Emissions (CO2)","6808","Heat","2022","2022","kt","358.6942","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7225","Emissions (CH4)","6808","Heat","2022","2022","kt","0.007","I","Imputed value"
"GN","Emissions from Energy use in agriculture","112","Belarus","7230","Emissions (N2O)","6808","Heat","2022","2022","kt","0.0007","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","13693.4563","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7273","Emissions (CO2)","6801","Petroleum products","2022","2022","kt","1011.4376","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7225","Emissions (CH4)","6801","Petroleum products","2022","2022","kt","0.0831","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7230","Emissions (N2O)","6801","Petroleum products","2022","2022","kt","0.3732","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","17804.4","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7273","Emissions (CO2)","6802","Natural gas","2022","2022","kt","998.8268","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7225","Emissions (CH4)","6802","Natural gas","2022","2022","kt","0.089","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7230","Emissions (N2O)","6802","Natural gas","2022","2022","kt","0.0018","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","72184","Energy use in agriculture","6809","Coal","2022","2022","TJ","1509.64","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","5846.76","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7273","Emissions (CO2)","6807","Electricity","2022","2022","kt","268.1399","I","Imputed value"
"GN","Emissions from Energy use in agriculture","056","Belgium","7225","Emissions (CH4)","6807","Electricity","2022","2022","kt","0.0232","I","Imputed value"
